"Location Name Key","Number of Rows","Latitude","Longitude","Population","Combined_Key","Country or Region","Province or State","State","Name","USA or Global","USA State County","FIPS USA State County code","County State Key","Combined_Key_Status","CSV File Name 1st Found","CSV File 1st Row Number "
"Charlevoix, Michigan, US","25","45.37790017","-85.19614053",,"Charlevoix, Michigan, US","US","Michigan","Michigan","MI","United States","Charlevoix","26029","CHARLEVOIX, MI","OK","03-22-2020.csv","0181"
"Bamberg, South Carolina, US","16","33.21927586","-81.05659969",,"Bamberg, South Carolina, US","US","South Carolina","South Carolina","SC","United States","Bamberg","45009","BAMBERG, SC","OK","03-31-2020.csv","0089"
"Portage, Wisconsin, US","21","44.47558711","-89.50152965",,"Portage, Wisconsin, US","US","Wisconsin","Wisconsin","WI","United States","Portage","55097","PORTAGE, WI","OK","03-26-2020.csv","2320"
"Orleans, Louisiana, US","25","30.06971951","-89.92660315",,"Orleans, Louisiana, US","US","Louisiana","Louisiana","LA","United States","Orleans","22071","ORLEANS, LA","OK","03-22-2020.csv","0247"
"Pulaski, Virginia, US","13","37.06474963","-80.71229738",,"Pulaski, Virginia, US","US","Virginia","Virginia","VA","United States","Pulaski","51155","PULASKI, VA","OK","04-03-2020.csv","1737"
"El Paso, Colorado, US","28","38.9108","-104.4723","720403","El Paso, Colorado, US","US","Colorado","Colorado","CO","United States","El Paso","8041","EL PASO, CO","OK","03-07-2020.csv","0189"
"Rockwall, Texas, US","21","32.89779518","-96.40771592",,"Rockwall, Texas, US","US","Texas","Texas","TX","United States","Rockwall","48397","ROCKWALL, TX","OK","03-26-2020.csv","2461"
"Burke, Georgia, US","23","33.05917989","-81.99928721",,"Burke, Georgia, US","US","Georgia","Georgia","GA","United States","Burke","13033","BURKE, GA","OK","03-24-2020.csv","0313"
"Dade, Georgia, US","16","34.854916700000004","-85.50490424",,"Dade, Georgia, US","US","Georgia","Georgia","GA","United States","Dade","13083","DADE, GA","OK","03-31-2020.csv","0495"
"Unassigned, Massachusetts, US","25","0","0",,"Unassigned, Massachusetts, US","US","Massachusetts","Massachusetts","MA","United States","Unassigned","","UNASSIGNED, MA","OK","03-22-2020.csv","0292"
"Claiborne, Tennessee, US","24","36.48319149","-83.65947309",,"Claiborne, Tennessee, US","US","Tennessee","Tennessee","TN","United States","Claiborne","47025","CLAIBORNE, TN","OK","03-23-2020.csv","0515"
"Harrison, Missouri, US","16","40.35570088","-93.99222144",,"Harrison, Missouri, US","US","Missouri","Missouri","MO","United States","Harrison","29081","HARRISON, MO","OK","03-31-2020.csv","0819"
"Fall River, South Dakota, US","18","43.23929297","-103.5275691",,"Fall River, South Dakota, US","US","South Dakota","South Dakota","SD","United States","Fall River","46047","FALL RIVER, SD","OK","03-29-2020.csv","0903"
"Champaign, Illinois, US","25","40.13919438","-88.20046615",,"Champaign, Illinois, US","US","Illinois","Illinois","IL","United States","Champaign","17019","CHAMPAIGN, IL","OK","03-22-2020.csv","0154"
"Guinea","34","9.9456","-9.6966","13132792","Guinea","Guinea","","",,"Global",,,,"OK","03-13-2020.csv","0120"
"Livingston, Michigan, US","25","42.60302282","-83.91297209",,"Livingston, Michigan, US","US","Michigan","Michigan","MI","United States","Livingston","26093","LIVINGSTON, MI","OK","03-22-2020.csv","0175"
"Hamilton, Kansas, US","5","37.99978709","-101.7921066",,"Hamilton, Kansas, US","US","Kansas","Kansas","KS","United States","Hamilton","20075","HAMILTON, KS","OK","04-11-2020.csv","0975"
"Crane, Texas, US","25","31.43052248","-102.5143314",,"Crane, Texas, US","US","Texas","Texas","TX","United States","Crane","48103","CRANE, TX","OK","03-22-2020.csv","0341"
"Eastland, Texas, US","24","32.32743996","-98.83243566",,"Eastland, Texas, US","US","Texas","Texas","TX","United States","Eastland","48133","EASTLAND, TX","OK","03-23-2020.csv","0841"
"Jefferson, West Virginia, US","25","39.30776166","-77.86014147",,"Jefferson, West Virginia, US","US","West Virginia","West Virginia","WV","United States","Jefferson","54037","JEFFERSON, WV","OK","03-22-2020.csv","1150"
"Montenegro","30","42.5000","19.3000","628062","Montenegro","Montenegro","","",,"Global",,,,"OK","03-17-2020.csv","0237"
"Randolph, Illinois, US","17","38.05095369","-89.82512254",,"Randolph, Illinois, US","US","Illinois","Illinois","IL","United States","Randolph","17157","RANDOLPH, IL","OK","03-30-2020.csv","2387"
"Polk, Iowa, US","25","41.68679484","-93.57767461",,"Polk, Iowa, US","US","Iowa","Iowa","IA","United States","Polk","19153","POLK, IA","OK","03-22-2020.csv","0988"
"Shelby, Illinois, US","8","39.39133527","-88.80611122",,"Shelby, Illinois, US","US","Illinois","Illinois","IL","United States","Shelby","17173","SHELBY, IL","OK","04-08-2020.csv","2110"
"Madison, Virginia, US","23","38.41531222","-78.28220331",,"Madison, Virginia, US","US","Virginia","Virginia","VA","United States","Madison","51113","MADISON, VA","OK","03-24-2020.csv","1774"
"Tehama, California, US","12","40.12570935","-122.2370171",,"Tehama, California, US","US","California","California","CA","United States","Tehama","6103","TEHAMA, CA","OK","04-04-2020.csv","2086"
"Campbell, Tennessee, US","25","36.40355516","-84.1510856",,"Campbell, Tennessee, US","US","Tennessee","Tennessee","TN","United States","Campbell","47013","CAMPBELL, TN","OK","03-22-2020.csv","0500"
"Queens, New York, US","1","40.7282","-73.7949","2253858","Queens, New York, US","US","New York","New York","NY","United States","Queens","36081","QUEENS, NY","OK","03-05-2020.csv","0159"
"Hutchinson, Texas, US","12","35.84006574","-101.3546643",,"Hutchinson, Texas, US","US","Texas","Texas","TX","United States","Hutchinson","48233","HUTCHINSON, TX","OK","04-04-2020.csv","0993"
"Ford, Kansas, US","17","37.69200114","-99.88825298",,"Ford, Kansas, US","US","Kansas","Kansas","KS","United States","Ford","20057","FORD, KS","OK","03-28-2020.csv","0946"
"Haywood, Tennessee, US","18","35.58332824","-89.28536625",,"Haywood, Tennessee, US","US","Tennessee","Tennessee","TN","United States","Haywood","47075","HAYWOOD, TN","OK","03-29-2020.csv","1234"
"Schoharie, New York, US","25","42.58831742","-74.4433903",,"Schoharie, New York, US","US","New York","New York","NY","United States","Schoharie","36095","SCHOHARIE, NY","OK","03-22-2020.csv","0042"
"St. Landry, Louisiana, US","25","30.59724262","-92.00135806",,"St. Landry, Louisiana, US","US","Louisiana","Louisiana","LA","United States","St. Landry","22097","ST. LANDRY, LA","OK","03-22-2020.csv","0264"
"Dunklin, Missouri, US","25","36.27167174","-90.09122243",,"Dunklin, Missouri, US","US","Missouri","Missouri","MO","United States","Dunklin","29069","DUNKLIN, MO","OK","03-22-2020.csv","0982"
"McLennan, Texas, US","25","31.55255453","-97.20217694",,"McLennan, Texas, US","US","Texas","Texas","TX","United States","McLennan","48309","MCLENNAN, TX","OK","03-22-2020.csv","0307"
"Hemphill, Texas, US","13","35.83764858","-100.2703577",,"Hemphill, Texas, US","US","Texas","Texas","TX","United States","Hemphill","48211","HEMPHILL, TX","OK","04-03-2020.csv","0906"
"Wilkinson, Mississippi, US","25","31.16078225","-91.31018819",,"Wilkinson, Mississippi, US","US","Mississippi","Mississippi","MS","United States","Wilkinson","28157","WILKINSON, MS","OK","03-22-2020.csv","0727"
"Noxubee, Mississippi, US","23","33.11009499","-88.56949061",,"Noxubee, Mississippi, US","US","Mississippi","Mississippi","MS","United States","Noxubee","28103","NOXUBEE, MS","OK","03-24-2020.csv","2105"
"Simpson, Kentucky, US","23","36.74058474","-86.58047435",,"Simpson, Kentucky, US","US","Kentucky","Kentucky","KY","United States","Simpson","21213","SIMPSON, KY","OK","03-24-2020.csv","2618"
"Nicollet, Minnesota, US","25","44.35291112","-94.24710352",,"Nicollet, Minnesota, US","US","Minnesota","Minnesota","MN","United States","Nicollet","27103","NICOLLET, MN","OK","03-22-2020.csv","0858"
"Unassigned, Kansas, US","6","","",,"Unassigned, Kansas, US","US","Kansas","Kansas","KS","United States","Unassigned","90020","UNASSIGNED, KS","OK","04-09-2020.csv","2362"
"Vanderburgh, Indiana, US","25","38.02658833","-87.58763124",,"Vanderburgh, Indiana, US","US","Indiana","Indiana","IN","United States","Vanderburgh","18163","VANDERBURGH, IN","OK","03-22-2020.csv","0788"
"Putnam, Ohio, US","4","41.02094889","-84.1336111",,"Putnam, Ohio, US","US","Ohio","Ohio","OH","United States","Putnam","39137","PUTNAM, OH","OK","04-06-2020.csv","1876"
"St. Mary's, Maryland, US","25","38.30058422","-76.6062928",,"St. Mary's, Maryland, US","US","Maryland","Maryland","MD","United States","St. Mary's","24037","ST. MARY'S, MD","OK","03-22-2020.csv","0668"
"Bhutan","41","27.5142","90.4336","771612","Bhutan","Bhutan","","",,"Global",,,,"OK","03-06-2020.csv","0141"
"Columbia, Washington, US","25","46.29442881","-117.9051983",,"Columbia, Washington, US","US","Washington","Washington","WA","United States","Columbia","53013","COLUMBIA, WA","OK","03-22-2020.csv","0068"
"Lincoln, Louisiana, US","24","32.6003154","-92.66597409999999",,"Lincoln, Louisiana, US","US","Louisiana","Louisiana","LA","United States","Lincoln","22061","LINCOLN, LA","OK","03-23-2020.csv","1670"
"Linn, Oregon, US","25","44.48899494","-122.5373154",,"Linn, Oregon, US","US","Oregon","Oregon","OR","United States","Linn","41043","LINN, OR","OK","03-22-2020.csv","0904"
"Kearney, Nebraska, US","20","40.50663314","-98.94877182",,"Kearney, Nebraska, US","US","Nebraska","Nebraska","NE","United States","Kearney","31099","KEARNEY, NE","OK","03-27-2020.csv","1477"
"Taylor, Iowa, US","19","40.73710579","-94.69778563",,"Taylor, Iowa, US","US","Iowa","Iowa","IA","United States","Taylor","19173","TAYLOR, IA","OK","03-28-2020.csv","2770"
"Dorchester, Maryland, US","15","38.45413522","-76.02752426",,"Dorchester, Maryland, US","US","Maryland","Maryland","MD","United States","Dorchester","24019","DORCHESTER, MD","OK","04-01-2020.csv","0576"
"Butler, Pennsylvania, US","25","40.91152759","-79.91351055",,"Butler, Pennsylvania, US","US","Pennsylvania","Pennsylvania","PA","United States","Butler","42019","BUTLER, PA","OK","03-22-2020.csv","0475"
"Jasper, Missouri, US","10","37.20351921","-94.34050458",,"Jasper, Missouri, US","US","Missouri","Missouri","MO","United States","Jasper","29097","JASPER, MO","OK","03-22-2020.csv","0983"
"Oglala Lakota, South Dakota, US","8","43.33749164","-102.55554980000001",,"Oglala Lakota, South Dakota, US","US","South Dakota","South Dakota","SD","United States","Oglala Lakota","46102","OGLALA LAKOTA, SD","OK","04-08-2020.csv","1728"
"Sawyer, Wisconsin, US","7","45.87931905","-91.14504927",,"Sawyer, Wisconsin, US","US","Wisconsin","Wisconsin","WI","United States","Sawyer","55113","SAWYER, WI","OK","04-09-2020.csv","2091"
"Franklin, Mississippi, US","25","31.47786634","-90.89672989",,"Franklin, Mississippi, US","US","Mississippi","Mississippi","MS","United States","Franklin","28037","FRANKLIN, MS","OK","03-22-2020.csv","0728"
"Bay, Florida, US","25","30.26548745","-85.62122584",,"Bay, Florida, US","US","Florida","Florida","FL","United States","Bay","12005","BAY, FL","OK","03-22-2020.csv","0241"
"Clark, South Dakota, US","18","44.85834507","-97.72925109",,"Clark, South Dakota, US","US","South Dakota","South Dakota","SD","United States","Clark","46025","CLARK, SD","OK","03-29-2020.csv","0529"
"Andrews, Texas, US","14","32.30468633","-102.6376548",,"Andrews, Texas, US","US","Texas","Texas","TX","United States","Andrews","48003","ANDREWS, TX","OK","03-28-2020.csv","0065"
"Monroe, Indiana, US","25","39.16130004","-86.52414358",,"Monroe, Indiana, US","US","Indiana","Indiana","IN","United States","Monroe","18105","MONROE, IN","OK","03-22-2020.csv","0792"
"Somerset, Maine, US","18","45.51229767","-69.95995554",,"Somerset, Maine, US","US","Maine","Maine","ME","United States","Somerset","23025","SOMERSET, ME","OK","03-29-2020.csv","2637"
"Hutchinson, South Dakota, US","19","43.33449012","-97.75536441",,"Hutchinson, South Dakota, US","US","South Dakota","South Dakota","SD","United States","Hutchinson","46067","HUTCHINSON, SD","OK","03-28-2020.csv","1328"
"Swift, Minnesota, US","9","45.2829032","-95.68264092",,"Swift, Minnesota, US","US","Minnesota","Minnesota","MN","United States","Swift","27151","SWIFT, MN","OK","04-07-2020.csv","2217"
"Unassigned, Idaho, US","1","","",,"Unassigned, Idaho, US","US","Idaho","Idaho","ID","United States","Unassigned","90016","UNASSIGNED, ID","OK","04-02-2020.csv","2053"
"Clinton, Michigan, US","25","42.94400871","-84.60145248",,"Clinton, Michigan, US","US","Michigan","Michigan","MI","United States","Clinton","26037","CLINTON, MI","OK","03-22-2020.csv","0182"
"Jefferson, Texas, US","25","29.8832777","-94.16434171",,"Jefferson, Texas, US","US","Texas","Texas","TX","United States","Jefferson","48245","JEFFERSON, TX","OK","03-22-2020.csv","0323"
"Campbell, Virginia, US","16","37.20553386","-79.09678609",,"Campbell, Virginia, US","US","Virginia","Virginia","VA","United States","Campbell","51031","CAMPBELL, VA","OK","03-31-2020.csv","0261"
"Mason, Washington, US","25","47.35007586","-123.1863685",,"Mason, Washington, US","US","Washington","Washington","WA","United States","Mason","53045","MASON, WA","OK","03-22-2020.csv","0070"
"Orleans, New York, US","21","43.2516977","-78.2320066",,"Orleans, New York, US","US","New York","New York","NY","United States","Orleans","36073","ORLEANS, NY","OK","03-26-2020.csv","2153"
"Canyon, Idaho, US","25","43.61970148","-116.7095499",,"Canyon, Idaho, US","US","Idaho","Idaho","ID","United States","Canyon","16027","CANYON, ID","OK","03-22-2020.csv","1107"
"Perry, Tennessee, US","25","35.63708728","-87.86139634",,"Perry, Tennessee, US","US","Tennessee","Tennessee","TN","United States","Perry","47135","PERRY, TN","OK","03-22-2020.csv","0524"
"San Miguel, New Mexico, US","25","35.48014807","-104.8163562",,"San Miguel, New Mexico, US","US","New Mexico","New Mexico","NM","United States","San Miguel","35047","SAN MIGUEL, NM","OK","03-22-2020.csv","1072"
"Pittsylvania, Virginia, US","21","36.81980341","-79.39731264",,"Pittsylvania, Virginia, US","US","Virginia","Virginia","VA","United States","Pittsylvania","51143","PITTSYLVANIA, VA","OK","03-26-2020.csv","2285"
"Sumter, Georgia, US","25","32.03650571","-84.19821492",,"Sumter, Georgia, US","US","Georgia","Georgia","GA","United States","Sumter","13261","SUMTER, GA","OK","03-22-2020.csv","0399"
"Onondaga, New York, US","25","43.00491923","-76.19971155",,"Onondaga, New York, US","US","New York","New York","NY","United States","Onondaga","36067","ONONDAGA, NY","OK","03-22-2020.csv","0010"
"Botswana","17","-22.3285","24.6849",,"Botswana","Botswana","","",,"Global","","",,"OK","03-30-2020.csv","3286"
"Cameron, Louisiana, US","9","29.87592238","-93.19310676",,"Cameron, Louisiana, US","US","Louisiana","Louisiana","LA","United States","Cameron","22023","CAMERON, LA","OK","04-07-2020.csv","0300"
"Unassigned, New Jersey, US","25","0","0",,"Unassigned, New Jersey, US","US","New Jersey","New Jersey","NJ","United States","Unassigned","","UNASSIGNED, NJ","OK","03-22-2020.csv","0076"
"Unassigned, New York, US","21","0","0",,"Unassigned, New York, US","US","New York","New York","NY","United States","Unassigned","","UNASSIGNED, NY","OK","03-22-2020.csv","0014"
"Cayman Islands, United Kingdom","34","19.3133","-81.2546","65720","Cayman Islands, United Kingdom","United Kingdom","Cayman Islands","Cayman Islands",,"Global","","",,"OK","03-13-2020.csv","0101"
"Trimble, Kentucky, US","4","38.61056487","-85.33775972",,"Trimble, Kentucky, US","US","Kentucky","Kentucky","KY","United States","Trimble","21223","TRIMBLE, KY","OK","04-12-2020.csv","2396"
"Union, Pennsylvania, US","18","40.96188846","-77.05996014",,"Union, Pennsylvania, US","US","Pennsylvania","Pennsylvania","PA","United States","Union","42119","UNION, PA","OK","03-27-2020.csv","2895"
"Jefferson, Mississippi, US","20","31.73397872","-91.03764977",,"Jefferson, Mississippi, US","US","Mississippi","Mississippi","MS","United States","Jefferson","28063","JEFFERSON, MS","OK","03-27-2020.csv","1411"
"Warren, New Jersey, US","25","40.85951833","-74.99556527",,"Warren, New Jersey, US","US","New Jersey","New Jersey","NJ","United States","Warren","34041","WARREN, NJ","OK","03-22-2020.csv","0091"
"Schuyler, Illinois, US","6","40.157179799999994","-90.61114163",,"Schuyler, Illinois, US","US","Illinois","Illinois","IL","United States","Schuyler","17169","SCHUYLER, IL","OK","04-10-2020.csv","2116"
"Weld, Colorado, US","25","40.55499405","-104.3929621",,"Weld, Colorado, US","US","Colorado","Colorado","CO","United States","Weld","8123","WELD, CO","OK","03-22-2020.csv","0424"
"Door, Wisconsin, US","16","44.95856458","-87.30002707",,"Door, Wisconsin, US","US","Wisconsin","Wisconsin","WI","United States","Door","55029","DOOR, WI","OK","03-31-2020.csv","0558"
"Macau, China","84","22.1667","113.55","649342","Macau, China","China","Macau","Macau",,"Global",,,,"OK","01-22-2020.csv","0020"
"Yellow Medicine, Minnesota, US","15","44.71710183","-95.86842453",,"Yellow Medicine, Minnesota, US","US","Minnesota","Minnesota","MN","United States","Yellow Medicine","27173","YELLOW MEDICINE, MN","OK","04-01-2020.csv","2211"
"Spalding, Georgia, US","25","33.26310031","-84.28013991",,"Spalding, Georgia, US","US","Georgia","Georgia","GA","United States","Spalding","13255","SPALDING, GA","OK","03-22-2020.csv","0396"
"Dakota, Nebraska, US","3","42.39040144","-96.56656425",,"Dakota, Nebraska, US","US","Nebraska","Nebraska","NE","United States","Dakota","31043","DAKOTA, NE","OK","04-13-2020.csv","0613"
"Kerr, Texas, US","16","30.06040006","-99.34930144",,"Kerr, Texas, US","US","Texas","Texas","TX","United States","Kerr","48265","KERR, TX","OK","03-31-2020.csv","1010"
"Lawrence, South Dakota, US","20","44.35919441","-103.79294279999999",,"Lawrence, South Dakota, US","US","South Dakota","South Dakota","SD","United States","Lawrence","46081","LAWRENCE, SD","OK","03-27-2020.csv","1615"
"Clarke, Georgia, US","25","33.95436462","-83.37124007",,"Clarke, Georgia, US","US","Georgia","Georgia","GA","United States","Clarke","13059","CLARKE, GA","OK","03-22-2020.csv","0372"
"Trinidad and Tobago","33","10.6918","-61.2225","1399491","Trinidad and Tobago","Trinidad and Tobago","","",,"Global",,,,"OK","03-14-2020.csv","0207"
"Winneshiek, Iowa, US","25","43.29094334","-91.84422722",,"Winneshiek, Iowa, US","US","Iowa","Iowa","IA","United States","Winneshiek","19191","WINNESHIEK, IA","OK","03-22-2020.csv","1002"
"Hinds, Mississippi, US","25","32.2656285","-90.44435448",,"Hinds, Mississippi, US","US","Mississippi","Mississippi","MS","United States","Hinds","28049","HINDS, MS","OK","03-22-2020.csv","0708"
"Costilla, Colorado, US","19","37.27732493","-105.4276548",,"Costilla, Colorado, US","US","Colorado","Colorado","CO","United States","Costilla","8023","COSTILLA, CO","OK","03-28-2020.csv","0640"
"Malheur, Oregon, US","16","43.1937027","-117.62273950000001",,"Malheur, Oregon, US","US","Oregon","Oregon","OR","United States","Malheur","41045","MALHEUR, OR","OK","03-31-2020.csv","1197"
"Pittsburg, Oklahoma, US","20","34.92065823","-95.75134320000001",,"Pittsburg, Oklahoma, US","US","Oklahoma","Oklahoma","OK","United States","Pittsburg","40121","PITTSBURG, OK","OK","03-27-2020.csv","2284"
"Howard, Indiana, US","25","40.48527731","-86.11351892",,"Howard, Indiana, US","US","Indiana","Indiana","IN","United States","Howard","18067","HOWARD, IN","OK","03-22-2020.csv","0766"
"Seward, Nebraska, US","11","40.87241834","-97.139673",,"Seward, Nebraska, US","US","Nebraska","Nebraska","NE","United States","Seward","31159","SEWARD, NE","OK","04-05-2020.csv","2004"
"Schenectady, New York, US","25","42.81668777","-74.05278291",,"Schenectady, New York, US","US","New York","New York","NY","United States","Schenectady","36093","SCHENECTADY, NY","OK","03-22-2020.csv","0012"
"Newport, Rhode Island, US","25","41.5642026","-71.26569799",,"Newport, Rhode Island, US","US","Rhode Island","Rhode Island","RI","United States","Newport","44005","NEWPORT, RI","OK","03-22-2020.csv","1023"
"Iron, Missouri, US","5","37.55487945","-90.7735296",,"Iron, Missouri, US","US","Missouri","Missouri","MO","United States","Iron","29093","IRON, MO","OK","04-11-2020.csv","1122"
"Fort Bend, Texas, US","30","29.5693","-95.8143","811688","Fort Bend, Texas, US","US","Texas","Texas","TX","United States","Fort Bend","48157","FORT BEND, TX","OK","03-05-2020.csv","0154"
"Miami-Dade, Florida, US","25","25.6112362","-80.55170587",,"Miami-Dade, Florida, US","US","Florida","Florida","FL","United States","Miami-Dade","12086","MIAMI-DADE, FL","OK","03-22-2020.csv","0200"
"Broward, Florida, US","28","26.1901","-80.3659","1952778","Broward, Florida, US","US","Florida","Florida","FL","United States","Broward","12011","BROWARD, FL","OK","03-07-2020.csv","0138"
"Stillwater, Montana, US","7","45.67071407","-109.3950061",,"Stillwater, Montana, US","US","Montana","Montana","MT","United States","Stillwater","30095","STILLWATER, MT","OK","04-09-2020.csv","2227"
"Madera, California, US","28","37.2519","-119.6963","157327","Madera, California, US","US","California","California","CA","United States","Madera","6039","MADERA, CA","OK","03-07-2020.csv","0198"
"Genesee, Michigan, US","25","43.02244215","-83.70589709",,"Genesee, Michigan, US","US","Michigan","Michigan","MI","United States","Genesee","26049","GENESEE, MI","OK","03-22-2020.csv","0173"
"Ector, Texas, US","19","31.86898877","-102.5429428",,"Ector, Texas, US","US","Texas","Texas","TX","United States","Ector","48135","ECTOR, TX","OK","03-28-2020.csv","0845"
"Belmont, Ohio, US","25","40.01625942","-80.9924051",,"Belmont, Ohio, US","US","Ohio","Ohio","OH","United States","Belmont","39013","BELMONT, OH","OK","03-22-2020.csv","0571"
"Allen, Ohio, US","19","40.77285242","-84.10802343",,"Allen, Ohio, US","US","Ohio","Ohio","OH","United States","Allen","39003","ALLEN, OH","OK","03-28-2020.csv","0050"
"Hamilton, Tennessee, US","25","35.17670231","-85.16652245",,"Hamilton, Tennessee, US","US","Tennessee","Tennessee","TN","United States","Hamilton","47065","HAMILTON, TN","OK","03-22-2020.csv","0488"
"Polk, Oregon, US","25","44.90322804","-123.4128888",,"Polk, Oregon, US","US","Oregon","Oregon","OR","United States","Polk","41053","POLK, OR","OK","03-22-2020.csv","0914"
"Calhoun, South Carolina, US","25","33.66926881","-80.77722168",,"Calhoun, South Carolina, US","US","South Carolina","South Carolina","SC","United States","Calhoun","45017","CALHOUN, SC","OK","03-22-2020.csv","0817"
"Mohave, Arizona, US","21","35.70471703","-113.7577902",,"Mohave, Arizona, US","US","Arizona","Arizona","AZ","United States","Mohave","04015","MOHAVE, AZ","OK","03-26-2020.csv","1950"
"Lincoln, Colorado, US","19","38.98749519","-103.5136649",,"Lincoln, Colorado, US","US","Colorado","Colorado","CO","United States","Lincoln","8073","LINCOLN, CO","OK","03-28-2020.csv","1664"
"Logan, West Virginia, US","21","37.8299889","-81.93528571",,"Logan, West Virginia, US","US","West Virginia","West Virginia","WV","United States","Logan","54045","LOGAN, WV","OK","03-26-2020.csv","1711"
"Young, Texas, US","22","33.17659707","-98.68790885",,"Young, Texas, US","US","Texas","Texas","TX","United States","Young","48503","YOUNG, TX","OK","03-25-2020.csv","3161"
"Arapahoe, Colorado, US","25","39.64977461","-104.3353617",,"Arapahoe, Colorado, US","US","Colorado","Colorado","CO","United States","Arapahoe","8005","ARAPAHOE, CO","OK","03-22-2020.csv","0423"
"Will, Illinois, US","25","41.44619267","-87.97862712",,"Will, Illinois, US","US","Illinois","Illinois","IL","United States","Will","17197","WILL, IL","OK","03-22-2020.csv","0140"
"Polk, Georgia, US","27","34.0132","-85.1479","42613","Polk, Georgia, US","US","Georgia","Georgia","GA","United States","Polk","13233","POLK, GA","OK","03-08-2020.csv","0226"
"Erie, Pennsylvania, US","25","41.99253829","-80.03301954",,"Erie, Pennsylvania, US","US","Pennsylvania","Pennsylvania","PA","United States","Erie","42049","ERIE, PA","OK","03-22-2020.csv","0471"
"Holmes, Ohio, US","17","40.56163713","-81.92635677",,"Holmes, Ohio, US","US","Ohio","Ohio","OH","United States","Holmes","39075","HOLMES, OH","OK","03-30-2020.csv","1283"
"Cocke, Tennessee, US","25","35.9278914","-83.11828725",,"Cocke, Tennessee, US","US","Tennessee","Tennessee","TN","United States","Cocke","47029","COCKE, TN","OK","03-22-2020.csv","0517"
"Walker, Texas, US","25","30.73872995","-95.57440968",,"Walker, Texas, US","US","Texas","Texas","TX","United States","Walker","48471","WALKER, TX","OK","03-22-2020.csv","0357"
"Scott, Virginia, US","6","36.71466456","-82.60171704",,"Scott, Virginia, US","US","Virginia","Virginia","VA","United States","Scott","51169","SCOTT, VA","OK","04-10-2020.csv","2131"
"Union, Iowa, US","6","41.0277278","-94.24234847",,"Union, Iowa, US","US","Iowa","Iowa","IA","United States","Union","19175","UNION, IA","OK","04-10-2020.csv","2424"
"Jasper, Texas, US","17","30.74685667","-94.02667579",,"Jasper, Texas, US","US","Texas","Texas","TX","United States","Jasper","48241","JASPER, TX","OK","03-30-2020.csv","1395"
"Sargent, North Dakota, US","6","46.10830372","-97.63217159",,"Sargent, North Dakota, US","US","North Dakota","North Dakota","ND","United States","Sargent","38081","SARGENT, ND","OK","04-10-2020.csv","2107"
"Caddo, Louisiana, US","25","32.57991587","-93.88375652",,"Caddo, Louisiana, US","US","Louisiana","Louisiana","LA","United States","Caddo","22017","CADDO, LA","OK","03-22-2020.csv","0252"
"Unassigned, Arkansas, US","25","0","0",,"Unassigned, Arkansas, US","US","Arkansas","Arkansas","AR","United States","Unassigned","","UNASSIGNED, AR","OK","03-22-2020.csv","0873"
"Red Lake, Minnesota, US","4","47.87197525","-96.09561104",,"Red Lake, Minnesota, US","US","Minnesota","Minnesota","MN","United States","Red Lake","27125","RED LAKE, MN","OK","04-12-2020.csv","2039"
"Montgomery, Texas, US","25","30.30079133","-95.50572772",,"Montgomery, Texas, US","US","Texas","Texas","TX","United States","Montgomery","48339","MONTGOMERY, TX","OK","03-22-2020.csv","0309"
"Worcester, Massachusetts, US","25","42.35026951","-71.90493363",,"Worcester, Massachusetts, US","US","Massachusetts","Massachusetts","MA","United States","Worcester","25027","WORCESTER, MA","OK","03-22-2020.csv","0288"
"Hunterdon, New Jersey, US","25","40.56335249","-74.91284156",,"Hunterdon, New Jersey, US","US","New Jersey","New Jersey","NJ","United States","Hunterdon","34019","HUNTERDON, NJ","OK","03-22-2020.csv","0089"
"Maldives","39","3.2028","73.2207","540542","Maldives","Maldives","","",,"Global",,,,"OK","03-08-2020.csv","0126"
"Halifax, Virginia, US","23","36.76654925","-78.93512622",,"Halifax, Virginia, US","US","Virginia","Virginia","VA","United States","Halifax","51083","HALIFAX, VA","OK","03-24-2020.csv","1155"
"Clinton, Missouri, US","24","39.6013098","-94.40465394",,"Clinton, Missouri, US","US","Missouri","Missouri","MO","United States","Clinton","29049","CLINTON, MO","OK","03-23-2020.csv","0574"
"Smith, Texas, US","25","32.37474036","-95.2717568",,"Smith, Texas, US","US","Texas","Texas","TX","United States","Smith","48423","SMITH, TX","OK","03-22-2020.csv","0312"
"Knox, Tennessee, US","25","35.99508821","-83.94635435",,"Knox, Tennessee, US","US","Tennessee","Tennessee","TN","United States","Knox","47093","KNOX, TN","OK","03-22-2020.csv","0491"
"Kit Carson, Colorado, US","21","39.30497777","-102.60221990000001",,"Kit Carson, Colorado, US","US","Colorado","Colorado","CO","United States","Kit Carson","08063","KIT CARSON, CO","OK","03-26-2020.csv","1518"
"St. Francis, Arkansas, US","16","35.02201976","-90.74828138",,"St. Francis, Arkansas, US","US","Arkansas","Arkansas","AR","United States","St. Francis","05123","ST. FRANCIS, AR","OK","03-31-2020.csv","1789"
"Maverick, Texas, US","24","28.7429195","-100.3157686",,"Maverick, Texas, US","US","Texas","Texas","TX","United States","Maverick","48323","MAVERICK, TX","OK","03-23-2020.csv","1844"
"Noble, Oklahoma, US","25","36.38953329","-97.22928674",,"Noble, Oklahoma, US","US","Oklahoma","Oklahoma","OK","United States","Noble","40103","NOBLE, OK","OK","03-22-2020.csv","1050"
